id,name,meta_description,headline_description,tags,short_description
ac40b578-6536-450d-9371-3370475cd4b2,VICTORY LAP POLO T-SHIRT,"Shop the Victory Lap Polo T-Shirt - a premium cotton long-sleeve polo with classic rugby styling, embroidered Ctrl+P logo, and bold WINNER 01 chest graphics. Perfect blend of streetwear and vintage sport.",A vintage sports-inspired long-sleeve polo with bold embroidery and premium cotton comfort.,Made in India|240 GSM|Oversized fit,polo longsleeve rugby streetwear ctrlp winner01 embroidered vintage sporty
18ffefc7-9233-4143-8b14-894a20cd3f3e,Sirius // Magma,"Shop Sirius // Magma by COSMICTRACE — handcrafted limited-edition sunglasses made from bio acetate, featuring polarised Magma lenses, 7-barrel hinges, and stellar design details.","A handcrafted, limited-edition pair by COSMICTRACE — made with bio-acetate, polarised Magma lenses, and precision 7-barrel hinges. Designed to shine through every journey.",,sunglasses cosmictrace sirius magma acetate handmade polarized limitededition india eyewear
5dccfcc0-2def-435d-b68b-da4a19f45f61,Lewis Hamilton F1 Racing Team Edition T-shirt 2.0 | Black 100% Cotton,"Shop the Lewis Hamilton F1 Racing Team Edition T-shirt 2.0 — made from 100% French Terry Cotton, 240 GSM heavyweight fabric, and durable prints for unmatched comfort and lasting style. Perfect for racing fans and casual wear","Channel the spirit of F1 with the Lewis Hamilton Racing Team Edition Black T-shirt 2.0 — crafted from 100% French Terry Cotton, 240 GSM heavyweight fabric, and premium prints built for style, comfort, and endurance.",Aesthetic,T-shirt Cotton t shirt Lewis Hamilton F1 Racing Black
fd18b0b1-79fc-4d4c-8f23-7ae52efd3ca5,Black Graffiti Sweatshirt,Shop the Black Graffiti Sweatshirt by Venecci. A premium cotton oversized fit with artistic graffiti print for ultimate comfort and streetwear style. Unisex and versatile.,A bold and comfortable oversized sweatshirt featuring artistic graffiti prints - designed for expressive streetwear lovers seeking effortless comfort and individuality.,,black graffiti sweatshirt oversized cotton streetwear unisex venecci fashion comfy stylish
2fb3c42f-eac0-4a83-a3cd-b266a78bd7c9,Acacia Vegan Leather Laptop Sleeve - Olive,"Shop Acacia Olive & Coconut Brown Vegan Leather Laptop Sleeve – crafted from Banana Leather, Cork, and Recycled Yarn Embroidery. Sustainable, durable, and stylish for everyday use.","Carry your tech in nature’s embrace. The Acacia Vegan Leather Laptop Sleeve in Olive & Coconut Brown blends sustainability with refined craftsmanship, offering superior protection and timeless eco-luxury for the modern minimalist.",,"Handcrafted Olive & Coconut Brown vegan leather laptop sleeve made from Banana Leather, Cork, and Recycled Yarn Embroidery. Stylish, durable, and eco-friendly."
b12e5a2f-1d00-48f1-ab4b-c8fc48cea479,"Iris Vegan Leather Cardholder - Tawny Brown, Tan Matt","Discover the Iris Vegan Leather Cardholder in Tawny Brown & Tan Matt — crafted from sustainable plant leather and cork. Features 1 cash slot, 6 card slots, and zip closure. Compact, durable, and eco-conscious design for everyday use.","Embrace simplicity and elevate your look with a card holder that effortlessly keeps you organised. Its slim design with 1 cash slot, 6 card slots, and zip closure fits perfectly into pockets, purses, or bags - ideal for work and casual use.",Vegan Leather|Women Owned,Tawny Brown & Tan Matt plant leather cork card wallet Slim plant-based card holder professional casual use
efacdada-382f-488c-968c-229259fbd999,Fresh Reset Body Duo,"The Fresh Reset Body Duo includes a gentle exfoliating cleanser and a nourishing lotion enriched with Lactic Acid, Shea Butter, and Cacao Extract. Cleanses impurities, relaxes skin, and restores lasting hydration. Perfect for all skin types.","A refreshing two-step ritual - cleanse, soothe, and hydrate your skin with the Fresh Reset Body Duo. Gentle exfoliation meets deep moisture for a balanced glow.",,Fresh Reset Body Duo | Exfoliating Cleanser & Hydrating Lotion Set skin
dc846156-5c3b-4812-b00c-d0c5a8928c9e,Paradise Sweater,"Shop the Paradise Sweater — a gothic-inspired oversized knit crafted from a premium wool-blend with intricate skeleton detailing. Warm, stylish, and unisex — perfect for streetwear lovers.","Step into the darker side of style with the Paradise Sweater - a gothic-inspired knit featuring skeletal detailing and premium craftsmanship for warmth, comfort, and effortless street style.",,sweater winter wear gothic skeleton knitwear oversized paradise black
4ceef472-145e-4575-b941-21dcf05b66cb,Sotally Tober,"Shop Sotally Tober Oversized Unisex Tee by Juiceberry. 100% cotton, 220 GSM fabric with quirky martini glass print - comfy, fun, and perfect for parties or everyday chill.",A bold and playful unisex oversized tee that brings humor and comfort together — crafted from 100% premium cotton with both-side prints and all-day softness.,,unisex oversized tshirt graphic tee martini partywear cotton 220gsm juiceberry fun quirky streetwear comfy
960c0d5c-8d50-4495-90ab-b66907c62ad7,Aurora Prism,"Bring soft rainbow light into your home with the Aurora Prism suncatcher. Hand-assembled gold ring, faceted crystal drops and raw quartz center. Hang indoors; avoid moisture.",Aurora Prism - a handcrafted gold-ring suncatcher with faceted crystal drops and raw quartz that paints your room with soft rainbow light. (Handmade - slight variations expected.),,home decor hanger crystal girlie
e328baa7-e7c4-48c3-8739-c941b6cdd094,Day-care routine - set of 2,"Revitalize your skin every morning with the Day-Care Routine Set of 2. Enriched with Kakadu Plum, Niacinamide, and Hyaluronic Acid, it brightens, hydrates, and protects your skin for a fresh, radiant start.","A bright start for your skin — the Day-Care Routine Set is powered by antioxidants and brightening actives that hydrate, protect, and give your skin a natural morning glow.",,Day-care routine - set of 2 skin care sunscreen
374d28c1-40c9-4677-8737-2dcb93fc8bbe,BRASIL 🇧🇷 TANK TOP,"Shop the BRASIL Tank Top — a lightweight, breathable racer-style tank with bold Brasil lettering and flag print. Slim athletic fit; perfect for workouts, beach, and casual wear. Machine wash cold.","BRASIL 🇧🇷 Tank Top — lightweight, breathable racer-style tank with bold Brasil print and contrast trim. Ideal for workouts, beach days, or casual fanwear.",,brasil tank top girls
87de4381-b4d5-407c-b1e8-82f6dd0845e0,Snugs 1 Dior,"Shop Snugs 1 Dior - ultra-soft plush slippers inspired by the iconic Nike Dior silhouette. Designed for comfort, crafted for style. Step into cloud-like luxury today.",Inspired by the iconic Nike Dior design - Snugs 1 Dior redefines comfort and style with plush materials that feel like marshmallow clouds beneath your feet.,,snugs dior nike inspired slippers plush footwear comfort trendy streetwear soft cozy
817b0dbf-4f7c-4e3b-bbd1-a0bec33a98f1,ANCHOR PENDANT WITH CHAIN (SILVER),"Buy the Anchor Pendant With Chain (Silver) by GRYTT. A sleek and durable pendant symbolizing strength and stability, crafted from recycled stainless steel with rhodium finish. Perfect for everyday wear.","The Anchor Pendant by GRYTT symbolizes strength, stability, and grounded ambition. Crafted from high-grade recycled stainless steel with a rhodium finish, it’s built to last. A minimal yet commanding statement for the man who stands firm through every storm.",Jewellery|Aesthetic,anchor pendant silver mens jewelry necklace stainless steel waterproof minimalist strong stylish
5ea4b41d-92a6-403d-afab-ad701c20581e,Fresh Reset Body Cleanser,"Shop Fresh Reset Body Cleanser by Suhi & Sego. An exfoliating, hydrating body wash with notes of pear, rose, and patchouli for refreshed, smooth skin every day.","An invigorating exfoliating body wash that hydrates, refreshes, and leaves behind the subtle scent of pear, rose, and patchouli — your daily reset ritual.",,body cleanser bodywash exfoliating refreshing hydrating pear rose patchouli fragrance skincare suhiandsego
e9e33059-acfa-4520-8d64-4afdc46a8f49,MICRO FLAT TWISTED BRACELET (SILVER),"Buy the Micro Flat Twisted Bracelet by GRYTT. An adjustable, minimalist twisted bracelet in recycled 316L stainless steel with rhodium vermeil - waterproof, anti-tarnish, and perfect for everyday wear.","The Micro Flat Twisted Bracelet blends a low-profile twisted design with adjustable comfort. Crafted from recycled 316L stainless steel with rhodium vermeil, it’s waterproof, anti-tarnish, hypoallergenic and built to be worn every day.",Jewellery|Aesthetic,twisted bracelet silver minimal adjustable waterproof
5b42f3c6-5636-4668-b227-71a3e940de14,Cats Playing Cards A5 Notebook,"Shop the Cats Playing Cards A5 Notebook — available in ruled and unruled formats. Premium paper, durable cover, and compact design for everyday creativity. Perfect for writing, sketching, or journaling.","A playful yet practical A5 notebook featuring premium paper, sturdy design, and charming cat-inspired cover art - perfect for writing, sketching, and creative expression.",,a5 notebook ruled unruled stationery writing sketchbook journal compact creative cute cats design premium paper durable cover
5c2bd1d5-5b61-402b-a29b-1af7bf635fe8,TRIDENT PENDANT WITH CHAIN (GOLD),"Buy Trident Pendant with Chain (Gold) by GRYTT. A bold 22"" pendant necklace crafted from 316L recycled stainless steel with 18K gold/rhodium PVD plating. Waterproof, anti-tarnish, and perfect for everyday statement wear.","The Trident Pendant with Chain (Gold) is a bold emblem of power and resilience. Crafted from recycled 316L stainless steel with 18K Gold/Rhodium PVD plating, this 22"" pendant-chain combo is waterproof, anti-tarnish and built for daily wear. Clean lines and a striking trident silhouette give it timeless appeal for both casual and formal looks.",Jewellery|Aesthetic,trident pendant gold necklace stainless waterproof durable minimalist
ad5cf66f-a5de-4a3b-9d36-fb7fc9643eb0,CUBAN BRACELET 8MM (SILVER),"Buy the Cuban Bracelet 8MM (Silver) by GRYTT. A bold 8mm Cuban link bracelet crafted from recycled 316L stainless steel with 18K white gold vermeil - waterproof, anti-tarnish, and perfect for everyday wear.","The classic Cuban bracelet reworked in an 8mm profile - bold, polished, and engineered to last. Waterproof and anti-tarnish with a secure snap-proof clasp.",Jewellery|Aesthetic,cuban bracelet silver 8mm stainless-steel white-gold-vermeil waterproof anti-tarnish mens
ad592089-83de-481d-80a5-0bd2915e4b86,PRESSING HOOP - (GOLD UNPIERCED),"Buy Pressing Hoop (Gold Unpierced) by GRYTT. Crafted from recycled stainless steel with 18K gold vermeil, this sleek and durable hoop earring is waterproof, hypoallergenic, and designed for timeless everyday style.","The Pressing Hoop (Gold) merges modern design with timeless sophistication. Crafted from recycled stainless steel and coated with 18K gold vermeil, this unpierced hoop offers effortless elegance and durability. Waterproof, hypoallergenic, and built for everyday confidence, it’s your go-to piece for any look.",Jewellery|Aesthetic,pressing hoop gold unpierced earring mens jewelry waterproof anti-tarnish stainless steel 18k gold vermeil single piece bold minimal everyday accessory
ae920097-18f4-4333-96ed-cfd58e8f281d,DOG TAG CHAIN (GOLD),"Buy Dog Tag Chain (Gold) by GRYTT. A customizable 22"" gold stainless steel chain with a bold dog tag pendant. Crafted with 18K gold PVD plating, waterproof, anti-tarnish, and perfect for daily wear.","The Dog Tag Chain (Gold) combines rugged edge with refined elegance. Made from 316L recycled stainless steel and coated with 18K Gold using PVD technology, this piece is built to last. Customizable, waterproof, and anti-tarnish, it delivers both strength and sophistication — a true essential for your everyday grind.",Jewellery|Aesthetic,dog tag chain gold pendant stainless waterproof durable engravable minimalist jewelry
df984f90-c426-475e-a87c-369084f8101c,Moonchild Pixel Art Oversized Off-White T-shirt,"Shop the Moonchild Pixel Art Oversized T-Shirt — 100% cotton (210 GSM), made in India. Retro pixel graphic, oversized drop-shoulder fit (model 5'9"" wears M). Machine wash cold; size down for a slimmer fit.","Moonchild Pixel Art Oversized T-Shirt - 100% cotton, 210 GSM off-white tee with bold pixel artwork and a relaxed drop-shoulder fit. Made in India.",,Moonchild Pixel Art Oversized T-Shirt NFT printed men t shirt
2d8b8a43-0125-4ac2-a8ad-2ecf27cf4f7d,FROSTED HOOP - (SILVER PIERCED),"Buy Frosted Hoop (Silver Pierced) by GRYTT. A modern 11mm pierced hoop in recycled 316L stainless steel with rhodium vermeil — waterproof, hypoallergenic, and perfect for everyday style.","The Frosted Hoop (Silver) pairs a classic hoop silhouette with a modern textured finish. Crafted from recycled 316L stainless steel with rhodium vermeil, it’s waterproof, hypoallergenic and built for everyday wear — subtle enough for daily looks, striking enough to stand out.",Jewellery|Aesthetic,frosted hoop silver pierced earring mens jewelry waterproof anti-tarnish stainless-steel rhodium-vermeil single-piece
3a459729-ce85-49c9-b698-8d28763e0557,Juniper Vegan Leather Sling Bag - Green,Shop the Juniper Vegan Leather Sling Bag in Green & Gingerbread. Handcrafted from Banana Leather and Cactus Leather with a secure buckle closure and detachable strap-perfect for travel and daily use.,"The Juniper Sling blends bold colour contrast with sustainable materials-an elegantly structured, everyday sling handcrafted from Banana and Cactus leathers for the modern minimalist.",,"Navy blue and black Aranyani Sustainable luxury Eco-conscious daily tote Apple leather outer plant-based Recycled-material zippers Vegan, eco-friendly fashion"
afd7c89a-4e86-482a-afe4-4524d3b98155,Gengar Controller Stand for PS5,"Buy the Gengar Controller Stand for PS5 by PolyParadise. A durable, non-slip gaming accessory that securely holds your PlayStation 5 controller with a stylish Gengar-inspired design.","A sleek, durable PS5 controller stand inspired by Gengar — built for gamers who want both style and function. Keep your controller secure, accessible, and display-ready.",,Gengar PS5 Controller Holder Playstation stand gaming accessory durable ergonomic non-slip base PolyParadise India
d827b1ef-9162-4c72-8b36-df0d6b48c1f1,Ajax Vegan Leather Duffle Bag - Black & Green,"Shop Ajax Vegan Leather Duffle Bag in Black & Green - handcrafted from Banana Leather and Fairtrade Canvas. Spacious, stylish, and sustainable - perfect for weekend trips and eco-conscious travel.","Travel consciously and in style with the Ajax Duffle - a sustainable, cruelty-free travel bag handcrafted from Banana Leather and Fairtrade Canvas. Designed for effortless organization and timeless appeal, it’s the ultimate eco-luxury travel essential.",,"Navy blue and black Aranyani Sustainable luxury Eco-conscious daily tote Apple leather outer plant-based Recycled-material zippers Vegan, eco-friendly fashion"
d969f9ac-87da-4e24-a537-e79c5f2fbb95,VINYL RECORDS - TYLER THE CREATOR,"Repurposed Tyler the Creator vinyl records featuring Flower Boy, IGOR & Call Me If You Get Lost. Premium non-playable decor vinyls in excellent condition.",Tyler’s boldest albums—now transformed into vibrant wall decor vinyls.,Aesthetic,vinyl records tyler the creator wall decor flower boy igor call me if you get lost repurposed nonplayable aesthetic room decor
44e963d5-4790-4ee6-9f94-aad98cf0f8ae,Hollow Knight Controller Stand for Xbox & Playstation,"Buy the Hollow Knight Controller Stand by PolyParadise — a sleek, durable holder compatible with Xbox and PS5 controllers. Perfect for organized, stylish gaming setups.","Keep your Xbox or PS5 controllers organized with the Hollow Knight Controller Stand — a durable, minimalist stand designed for style, stability, and fandom flair.",,controller stand PS5 controller holder Xbox controller joystick holder gaming accessory Hollow Knight PolyParadise India
c03c61bb-0eb0-4540-9c7b-79e445d5c559,FIGARO BRACELET (SILVER),"Buy Figaro Bracelet (Silver) by GRYTT. An adjustable 19–21cm, 4mm Figaro bracelet made from recycled 316L stainless steel with 18K Gold/Rhodium vermeil - waterproof, anti-tarnish and ideal for everyday style.","The Figaro Bracelet (Silver) - an adjustable, 4mm bracelet with classic Figaro links crafted from recycled 316L stainless steel with 18K Gold/Rhodium vermeil. Waterproof, anti-tarnish and built for daily wear.",Jewellery|Aesthetic,figaro bracelet silver 4mm adjustable waterproof men bracelet
cd4e5834-3bea-4fae-9f4a-329272f92fb7,BYZANTINE CHAIN (SILVER),"Buy Byzantine Chain (Silver) by GRYTT. A 6MM stainless steel chain with intricate interwoven links, crafted with rhodium PVD plating. Waterproof, durable, and built for modern men.","The Byzantine Chain (Silver) blends intricate craftsmanship with modern sophistication. Crafted from 316L recycled stainless steel and plated with rhodium using PVD technology, this 6MM, 20-inch chain is waterproof, anti-tarnish, and built to last. Designed for men who value bold detail and timeless appeal, it’s perfect for both everyday wear and special occasions.",Jewellery|Aesthetic,byzantine chain silver stainless steel rhodium waterproof durable anti-tarnish statement jewelry
75efaae9-6ca3-4e54-9f21-bebc9ee7e9f5,THIN CUBAN CHAIN (GOLD),"Shop Thin Cuban Chain 4MM (Gold) a sleek, timeless Cuban link necklace in 18K gold vermeil over recycled stainless steel. Waterproof, anti-tarnish, and perfect for layering or solo wear.","The 4MM Thin Cuban Chain in radiant gold redefines modern minimalism. Its sleek interlocking links bring understated sophistication that works solo or layered. Crafted from recycled stainless steel with 18K gold vermeil, it’s waterproof, anti-tarnish, and designed to shine daily.",Jewellery|Aesthetic,"A 4MM Cuban chain in 18K gold vermeil over recycled stainless steel. Sleek, versatile, and waterproof with anti-tarnish durability."
0f75c4d9-a967-4642-a8e8-63b46a2aa45e,Frida Retro Sketchbook,"Shop the Frida Retro Sketchbook - 140 GSM acid-free pages with a durable 300 GSM cover and 30 premium sheets. Ideal for sketching, drawing, and mixed media. Portable, archival-safe, and artist-approved.",A premium portable sketchbook with 140 GSM acid-free pages and a sturdy 300 GSM cover - perfect for artists and creatives on the move.,,sketchbook sketch artist drawing acidfree 140gsm 30sheets portable durable premium
435d7533-7a55-4dd4-a5e7-83655071491f,Wheat Bracelet (SILVER),"Buy Wheat Bracelet by GRYTT. A 19–21 cm adjustable braided wheat bracelet in recycled stainless steel with rhodium vermeil — waterproof, anti-tarnish, and perfect for everyday or stacked styling. Shop now.","The Wheat Bracelet (19–21 cm, 3MM) features a braided wheat weave in recycled 316L stainless steel with rhodium vermeil — adjustable, durable, and designed for everyday elegance.",Jewellery|Aesthetic,wheat bracelet silver adjustable 3mm rhodium vermeil stainless
9762e9fc-bb86-4e50-b2af-870bdea5fb19,WHEAT BRACELET (GOLD),"Buy Wheat Bracelet (Gold) by GRYTT. An adjustable 18cm (up to 21cm) Wheat bracelet in 316L stainless steel with 18K gold vermeil. Waterproof, anti-tarnish, and perfect for solo wear or stacking.","The Wheat Bracelet (Gold) features elegant interwoven links that create a sophisticated texture. Crafted from 316L recycled stainless steel with 18K gold vermeil and PVD finishing, this adjustable 18cm bracelet (extendable to 21cm) is waterproof, anti-tarnish and built to last — ideal for wearing alone or stacking.",Jewellery|Aesthetic,wheat bracelet gold 3mm 18cm adjustable vermeil waterproof
75881b12-d248-4464-a59d-48ba7ed82cc1,REDBULL JACKET,Shop the REDBULL Jacket – a motorsport replica team jacket with premium materials and iconic branding. Ideal for fans and casual wear. Shop now.,"A bold, motorsport-inspired team jacket styled after the racing team’s official gear. Stand out with premium materials and exacting branding detail.",,motorsport team jacket red bull racing premium replica jacket official merch
f283812a-eab9-42b9-b815-d1ca3be0ed1f,Cocktail Premix Combo Pack (Makes 4 Drinks),"Make four bar-quality cocktails per pack with our Cocktail Premix Combo Pack. Choose Margarita, Variety, Winter or Whiskey packs featuring Strawberry Basil, Masala Jamun, Cinnamon Whiskey Sour, Smoked Ginger Penicillin, Chilli Chocolate Martini & more.","Ready-to-mix, bar-quality cocktails at home - themed premix packs that make four delicious drinks each.",,"Cocktail Premix Combo Pack (Makes 4 Drinks) - Margarita, Variety, Winter & Whiskey Packs juice"
e0c75f1b-186d-486d-bd63-876889b60854,Regular Assorted Sachets 15g Plant Protein - Pack of 12,"Shop the Regular Assorted 15g Plant Protein pack (12 sachets). Each sachet delivers 15g plant protein, high fibre and six fruity flavours - convenient, tasty, and vegan-friendly.","A convenient 12-sachet pack delivering 15g of plant protein per serving in six fruity flavours — a simple, delicious way to stay consistent with your protein intake.",,plant protein sachets assorted flavours high-fibre vegan instant
e0c75f1b-186d-486d-bd63-876889b60854,Regular Assorted Sachets 15g Plant Protein - Pack of 12,"Shop the Regular Assorted 15g Plant Protein pack (12 sachets). Each sachet delivers 15g plant protein, high fibre and six fruity flavours - convenient, tasty, and vegan-friendly.","A convenient 12-sachet pack delivering 15g of plant protein per serving in six fruity flavours — a simple, delicious way to stay consistent with your protein intake.",,plant protein sachets assorted flavours high-fibre vegan instant
91bc7157-6fb1-477c-a6d0-dd5e4ada4edf,MORE LIFE MIRROR,"Handcrafted More Life mirror inspired by Drake’s album. Resin-coated, hangable, premium finish. Perfect hip-hop room decor and unique aesthetic wall art.",Handcrafted hip-hop aesthetic mirror inspired by Drake’s More Life album.,Aesthetic,morelife mirror drake album inspired aesthetic room decor handcrafted resin frame hiphop vibe unique wall art indie decor
1f7e37aa-1389-489d-ae08-538d0daecc15,Cat Love Unisex Oversized Both Side Printed Hoodie,"Shop the Cat Love Unisex Oversized Hoodie by Everything Boho. Made from 100% cotton, 400 GSM fabric with both-side prints. Soft, breathable, and perfect for everyday comfort.","A cozy 400 GSM cotton hoodie featuring unique cat artwork on both sides. Unisex, oversized, and ultra-soft - perfect for lounging or layering in style.",,hoodie unisex oversized cat print both side cotton 400gsm comfy streetwear cozy casual everythingboho
72fe3362-cf50-4aaa-96dd-5e79b2ce859a,Cherry Earrings,"Add a playful touch with the Cherry Earrings - lightweight, stylish, and full of charm. Perfect for everyday wear or to pair with the Cherry Necklace for a matching, juicy look.","Sweet, playful, and effortlessly cute - the Cherry Earrings add a pop of fun to any outfit.",,Cherry Earrings pendant jewelry
80717018-8d9f-48b9-b250-6d19c583d6ff,FROSTED HOOP - (GOLD PIERCED),"Buy the Frosted Hoop (Gold Pierced) by GRYTT. A 11mm frosted gold hoop crafted from recycled 316L stainless steel - waterproof, anti-tarnish, and perfect for everyday or evening wear.","The Frosted Hoop (Gold) is designed to embody a bold, modern aesthetic - frosted texture combined with a clean 11mm silhouette. Versatile enough for day-to-night styling, it’s waterproof, anti-tarnish and built to last. Qty 1 = 1 Pc (not a pair).",Jewellery|Aesthetic,frosted hoop gold pierced 11mm stainless-steel waterproof anti-tarnish
acd2a3cc-f5d2-4c82-b4a2-2d787e464d91,PRESSING HOOP (BLACK UNPIERCED),"Buy Pressing Hoop (Black Unpierced) by GRYTT. A bold, minimalist 11MM stainless steel hoop for unpierced ears. Waterproof, anti-tarnish, and perfect for a sleek everyday look.","The Pressing Hoop (Black Unpierced) redefines minimalist strength. Crafted from recycled 316L stainless steel, this sleek 11MM hoop is waterproof, anti-tarnish, and hypoallergenic. Designed for unpierced ears, it adds a confident, modern edge to any look — one piece that speaks volumes.",Jewellery|Aesthetic,pressing hoop black unpierced stainless steel waterproof minimalist bold mens accessory single piece
7ab87b1a-1807-4954-8ef6-9e52a2910d2d,The Bands By Näck,"Discover The Bands by Näck - a 5-level resistance band set made from 100% natural rubber. Designed in Sweden for strength, mobility, and on-the-go workouts. Durable, portable, and perfect for every fitness routine.","Train anywhere, anytime - The Bands by Näck deliver strength, mobility, and control through five resistance levels in a sleek Swedish design.",,The Bands by Näck – 5 Resistance Levels | Natural Rubber Workout Bands gym
509aec6b-2a28-48e7-bf28-e8ab2ae4002b,SPARTAN PENDANT WITH CHAIN,"Buy Spartan Pendant with Chain by GRYTT. A bold, waterproof pendant crafted from recycled 316L stainless steel with rhodium vermeil - perfect for everyday statement wear. Shop now.","A bold Spartan-inspired pendant on a 24-inch chain — rugged, waterproof, and built from recycled 316L stainless steel with rhodium vermeil for a lasting shine.",Jewellery|Aesthetic,spartan pendant chain silver pendant rhodium stainless-steel
56403350-806e-4231-9f7f-ec8012e12a4c,MICRO FLAT TWISTED BRACELET (GOLD),"Buy the Micro Flat Twisted Bracelet by GRYTT. An adjustable, minimalist twisted bracelet in recycled 316L stainless steel with 18K gold vermeil - waterproof, anti-tarnish, and perfect for everyday wear.","The Micro Flat Twisted Bracelet in 18K gold vermeil - adjustable, waterproof and built to be worn every day with a refined, textured twist.",Jewellery|Aesthetic,flat twisted bracelet gold adjustable waterproof minimal
8f5022b0-0b64-4ad9-882f-f8fac94e9e4a,MICRO PULSE BRACELET (SILVER),"Buy the Micro Pulse Bracelet (Silver) by GRYTT. A sleek, adjustable bracelet crafted from recycled 316L stainless steel with rhodium vermeil - waterproof, anti-tarnish, and perfect for everyday or evening wear.","The Micro Pulse Bracelet by GRYTT captures the rhythm of modern strength - understated, precise, and enduring. Crafted from recycled 316L stainless steel with a rhodium vermeil finish, its slim, fluid links deliver effortless sophistication built to resist tarnish, water, and time.",Jewellery|Aesthetic,micro pulse bracelet silver adjustable minimalist stainless-steel waterproof anti-tarnish
c01c343b-4b07-4fcb-9368-374a50366f22,ANCHOR PENDANT WITH CHAIN (GOLD),"Buy the Anchor Pendant With Chain (Gold) by GRYTT. A bold symbol of strength and stability crafted from recycled stainless steel with 18K gold finish. Waterproof, durable, and made for everyday wear.","The Anchor Pendant by GRYTT embodies strength, stability, and grounded ambition. Crafted in recycled stainless steel and coated with 18K gold, this sleek and commanding piece is designed to last. A refined symbol for those who stay steady no matter the storm.",,anchor pendant gold mens jewelry necklace stainless steel waterproof durable stylish minimalist strong statement
25a1dac3-2626-4249-92fb-fd124d45671f,Neith - Green & Cork,"Upgrade your carry with the Neith Green & Cork Bi-Fold Cardholder. Made from cactus leather with hemp lining, featuring a loop closure and sleek vertical design. Compact, durable, and eco-conscious.","Elevate your money game with the minimalistic Bi-Fold Neith Cardholder. With a loop-around closing mechanism and a sleek vertical look, this cardholder is sure to be one of your finest purchases.",Vegan Leather|Women Owned,"Neith Green & Cork minimalist bi-fold cactus leather cardholder with loop closure – sustainable, stylish, and compact for daily use."
2b34beb7-a7a0-4a58-88cd-c4e4c375a6f3,BOX CHAIN (SILVER),"Buy Box Chain by GRYTT. A sleek 22-inch silver box chain in recycled stainless steel with rhodium vermeil — waterproof, anti-tarnish, and perfect for solo wear or layering. Shop now.","The Box Chain (22 inch, 4MM) features crisp, square links in recycled 316L stainless steel with rhodium vermeil — a modern, durable chain designed for daily wear or layered styling.",Jewellery|Aesthetic,boxchain silver 22inch 4mm rhodium vermeil stainless waterproof
8e331968-7b62-4e9b-a910-7af562382eff,Sustainable Vegan Leather Passport Holder - Tan,"Explore the Sustainable Tan Vegan Leather Passport Holder crafted from plant leather and printed cork. Includes 2 card slots and a document flap for smart organization. Eco-conscious, durable, and travel-friendly design for the modern explorer.","Travel in sustainable style with our eco passport holder. This elegant, eco-conscious accessory keeps your passport secure and easily accessible, showcasing nature-inspired design with smooth, durable interiors - perfect for the mindful traveler.",Vegan Leather|Women Owned,"Tan Vegan Leather Passport Holder made from plant leather and printed cork – sustainable, stylish, and travel-ready accessory."
23baf98e-e970-4b26-9989-bcde02f1a80c,VINYL RECORDS - ROCK,"Repurposed 12-inch vintage vinyl decor featuring Pink Floyd, AC/DC, Led Zeppelin & The Beatles. Non-playable rock vinyl records in excellent condition for wall decor.",Classic rock vinyls repurposed into bold vintage wall decor.,Aesthetic,vinyl records rock wall decor classic rock pink floyd led zeppelin acdc the beatles vintage repurposed vinyl nonplayable aesthetic room decor
e40e565a-0472-4235-9fbb-73cab203db12,ROPE CHAIN (SILVER),"Buy Rope Chain (22 Inch) by GRYTT. A classic twisted rope necklace in recycled stainless steel with rhodium vermeil — 2MM, waterproof, anti-tarnish, and perfect for layering or everyday wear. Shop now.","The Rope Chain (22 inch, 2MM) features finely twisted links crafted from recycled 316L stainless steel with rhodium vermeil — lightweight, waterproof, and perfect for everyday layering or solo wear.",Jewellery|Aesthetic,ropechain silver 22inch 2mm rhodium vermeil stainless
e01e396e-d817-4552-be74-08be3446f513,COMPASS PENDANT WITH CHAIN,"Buy Compass Pendant with Chain by GRYTT. A rugged, waterproof 24-inch compass pendant crafted from recycled 316L stainless steel with rhodium vermeil — perfect for everyday wear and exploration.","Compass Pendant with Chain — a rugged 24-inch pendant in recycled 316L stainless steel with rhodium vermeil, built to be waterproof, anti-tarnish and ready for your next adventure.",Jewellery|Aesthetic,compass pendant silver 24inch vermeil waterproof adventure
5f7fd375-ed1f-402b-ba1d-7690187cbbf3,Ditch-The-Frizz (3 Step Routine),"Tame frizz and boost shine with the Ditch-The-Frizz 3 Step Routine — featuring a gentle shampoo, ultra-hydrating conditioner, and SPF 35 serum. Designed for frizzy, dry, wavy, and curly hair to cleanse, nourish, and protect daily.","A 3-step routine for your smoothest hair ever — cleanse, hydrate, and protect against frizz and UV damage with this salon-quality trio",,"Ditch-The-Frizz 3 Step Hair Care Routine | Anti-Frizz Shampoo, Conditioner & Serum Set body"
53c027a8-e434-4706-b246-8a604a60d0ac,WHEAT CHAIN (GOLD),"Buy Wheat Chain (Gold) by GRYTT. A 24-inch, 4MM interwoven chain crafted from 316L stainless steel with 18K gold vermeil. Waterproof, anti-tarnish, and built for timeless everyday wear.","The Wheat Chain (Gold) embodies timeless sophistication with its interwoven wheat-style links that exude strength and elegance. Made from 316L recycled stainless steel with 18K gold vermeil, this 4MM chain (24 inches) is waterproof, anti-tarnish, and crafted for a lifetime of everyday wear.",Jewellery|Aesthetic,wheat chain gold stainlesssteel 4mm 24inch waterproof durable timeless
